Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness,Temperature,Good Taste,Good Quantity,Output,Reviews,churn_risk,risk_score,risk_segment,customer_id,customer_name,reason_code,crm_action,crm_channel,crm_kpi
22,Female,Single,Student,No Income,Graduate,2,12.9515,77.4921,560056,Web browser,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Maybe,Weekend (Sat & Sun),45 minutes,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Moderately Important,Slightly Important,Moderately Important,Important,Important,Very Important,Important,Very Important,Yes,BEST BEST POSITIVE REVIEWS,0,0.2190907845876133,Low Risk,CUST-0260,Nadia Kurniawan,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
30,Male,Married,Employee,More than 50000,Graduate,5,12.9719,77.5128,560072,Food delivery apps,Direct call,Breakfast,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Important,Very Important,Very Important,Slightly Important,Moderately Important,Important,Very Important,No,Delivery in my place is slow as turtle,1,0.7875497611087464,High Risk,CUST-0261,Andi Kurniawan,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,4,12.9048,77.6821,560036,Food delivery apps,Direct call,Lunch,Dinner,Veg foods (Breakfast / Lunch / Dinner),Ice cream / Cool drinks,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Disagree,Disagree,Disagree,Yes,Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Yes,FAST FAST FAST FAST FAST,0,0.1841072277440008,Low Risk,CUST-0262,Dewi Ramadhani,General Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
19,Male,Single,Student,No Income,Graduate,6,12.9048,77.6821,560036,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Important,Very Important,Important,Important,Moderately Important,Important,Important,Very Important,Yes,"I can forgive deliveries if they are late, but can't compromise with quality",0,0.1861750849488073,Low Risk,CUST-0263,Fajar Ramadhani,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
21,Female,Single,Student,No Income,Graduate,2,13.0103,77.5796,560080,Food delivery apps,Web browser,Breakfast,Lunch,Veg foods (Breakfast / Lunch / Dinner),Ice cream / Cool drinks,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Important,Very Important,Important,Important,Slightly Important,Moderately Important,Important,Very Important,Yes,Fast as sonic !!!,0,0.2538660664587711,Low Risk,CUST-0264,Gita Ramadhani,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
23,Male,Single,Student,No Income,Graduate,4,13.0103,77.5796,560080,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Maybe,Anytime (Mon-Sun),60 minutes,Disagree,Disagree,Disagree,Disagree,Neutral,Maybe,Important,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Important,Yes,I find no issues with the online food delivery. But requires a lil bit faster delivery,0,0.4115548688385847,Medium Risk,CUST-0265,Joko Maulana,Promo Risk,Loyalty point dan bundle promo,"Email, in-app, push notification","Repeat order, frequency, campaign conversion"
24,Female,Single,Employee,25001 to 50000,Graduate,3,12.8893,77.6399,560068,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Important,Very Important,Very Important,Important,Moderately Important,Important,Important,Important,Yes,I have certain high rated restaurants where I order and they deliver fast,0,0.2103330316817992,Low Risk,CUST-0266,Kartika Maulana,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
26,Female,Married,Employee,10001 to 25000,Post Graduate,2,12.9828,77.6131,560042,Food delivery apps,Direct call,Lunch,Snacks,Veg foods (Breakfast / Lunch / Dinner),Sweets,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Neutral,Agree,Agree,Yes,Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,No,No reason. I prefer home cooked food. I had bad experiences ordering online,1,0.8748565326957103,High Risk,CUST-0267,Lina Maulana,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
26,Female,Single,Student,No Income,Ph.D,2,12.9757,77.5586,560023,Food delivery apps,Direct call,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Neutral,Yes,Important,Very Important,Important,Important,Important,Important,Very Important,Important,Yes,TOP RATING TOP RATING RATING FIVE PLUS FIVE PLUS FOUR PLUS FOUR PLUS,0,0.2129071822265818,Low Risk,CUST-0268,Maya Pertiwi,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
25,Female,Single,Student,10001 to 25000,Graduate,2,12.9757,77.5586,560023,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Moderately Important,Important,Important,Slightly Important,Moderately Important,Very Important,Very Important,Yes,Favorite service to reduce our hunger,0,0.1493111738754501,Low Risk,CUST-0269,Nanda Pertiwi,General Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
28,Female,Married,Employee,25001 to 50000,Graduate,5,12.9757,77.5586,560023,Food delivery apps,Walk-in,Lunch,Snacks,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Strongly Agree,Agree,Disagree,Disagree,Yes,Important,Very Important,Very Important,Very Important,Moderately Important,Important,Very Important,Important,No,BAD BAD BAD POOR POOR POOR RATING,1,0.87950304976439,High Risk,CUST-0270,Putri Pertiwi,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
25,Female,Single,Student,No Income,Post Graduate,3,13.0734,77.5464,560014,Food delivery apps,Walk-in,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Maybe,Slightly Important,Moderately Important,Moderately Important,Slightly Important,Important,Important,Moderately Important,Moderately Important,Yes,"If Packaging is hygienic,I would rate them high",0,0.1825651315081059,Low Risk,CUST-0271,Sari Nugroho,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
20,Female,Single,Student,No Income,Graduate,2,13.0734,77.5464,560014,Food delivery apps,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Maybe,Moderately Important,Important,Important,Slightly Important,Slightly Important,Very Important,Important,Important,Yes,Delivery people are sweet and fast,0,0.410277614701514,Medium Risk,CUST-0272,Vina Nugroho,Promo Risk,Loyalty point dan bundle promo,"Email, in-app, push notification","Repeat order, frequency, campaign conversion"
27,Female,Married,Self Employeed,More than 50000,Graduate,6,13.0734,77.5464,560014,Food delivery apps,Direct call,Breakfast,Lunch,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Yes,Weekdays (Mon-Fri),15 minutes,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,No,I need quality food arriving at my doorsteps within the stipulated time,1,0.8749673567325857,High Risk,CUST-0273,Yuni Nugroho,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
25,Female,Married,Employee,25001 to 50000,Graduate,3,13.0626,77.5284,560015,Food delivery apps,Walk-in,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Important,Important,Important,Important,Important,Important,No,Can't understand what delivery people are speaking. Language barrier !,1,0.785873115132446,High Risk,CUST-0274,Dina Wibowo,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
24,Female,Single,Student,No Income,Post Graduate,5,13.0626,77.5284,560015,Food delivery apps,Direct call,Breakfast,Lunch,Veg foods (Breakfast / Lunch / Dinner),Sweets,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Disagree,Disagree,Disagree,Agree,Yes,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,No,less responsive delivery men. Also prevalent late deliveries,1,0.7952523970404662,High Risk,CUST-0275,Nisa Wibowo,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
25,Female,Married,Employee,More than 50000,Graduate,1,12.977,77.5773,560009,Food delivery apps,Direct call,Lunch,Snacks,Veg foods (Breakfast / Lunch / Dinner),Sweets,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Agree,Disagree,Neutral,Yes,Important,Important,Very Important,Very Important,Important,Important,Very Important,Very Important,No,poor delivery men really rushing fast to deliver the food. But there are many spillage issues as well,1,0.833322849733457,High Risk,CUST-0276,Tari Wibowo,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
25,Female,Prefer not to say,Employee,25001 to 50000,Post Graduate,3,12.998,77.6227,560005,Food delivery apps,Direct call,Dinner,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Neutral,Strongly disagree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Important,Important,Very Important,Very Important,Very Important,Very Important,No,Had many bad experiences with respect to delivery,1,0.6813210771215991,Medium Risk,CUST-0277,Ayu Hidayat,Time Risk,Promo makan siang cepat dan reminder jam makan,"Email, in-app, push notification","Repeat order, frequency, campaign conversion"
24,Female,Married,Student,Below Rs.10000,Ph.D,5,13.0626,77.5284,560015,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Yes,Slightly Important,Moderately Important,Important,Important,Important,Moderately Important,Important,Important,Yes,"LOVE THE PRICE AND OFFER OFFERED BY SWIGGY, USUALLY RATE FOUR PLUS",0,0.2405109137441049,Low Risk,CUST-0278,Rani Hidayat,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
24,Male,Single,Student,No Income,Post Graduate,3,13.0626,77.5284,560015,Food delivery apps,Direct call,Snacks,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Maybe,Weekend (Sat & Sun),45 minutes,Disagree,Neutral,Agree,Disagree,Disagree,Yes,Very Important,Important,Moderately Important,Important,Moderately Important,Important,Important,Very Important,Yes,Good price and offers with fast delivery,0,0.1637889170502268,Low Risk,CUST-0279,Farhan Hidayat,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
22,Male,Single,Employee,10001 to 25000,Graduate,1,13.0138,77.5877,560006,Food delivery apps,Direct call,Lunch,Dinner,Veg foods (Breakfast / Lunch / Dinner),Sweets,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Disagree,Disagree,No,Slightly Important,Moderately Important,Slightly Important,Unimportant,Unimportant,Unimportant,Slightly Important,Slightly Important,Yes,NIL,0,0.2697705376196393,Low Risk,CUST-0280,Doni Putra,Service Risk,"Referral reward, membership tier, dan reward review positif","In-app, email, referral link","Referral rate, retention rate, review rate"
28,Male,Single,Employee,25001 to 50000,Post Graduate,2,13.0138,77.5877,560006,Food delivery apps,Direct call,Lunch,Dinner,Non Veg foods (Lunch / Dinner),Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Strongly disagree,Agree,Disagree,Disagree,Disagree,Yes,Important,Moderately Important,Important,Moderately Important,Important,Very Important,Important,Very Important,No,Slow delivery and I avoid ordering from poor rated restaurant,1,0.8500324353288764,High Risk,CUST-0281,Andi Putra,Time Risk,Fast delivery voucher dan rekomendasi restoran terdekat,"Push notification, WhatsApp, in-app","Reorder rate, voucher redemption, penurunan churn risk"
